business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
1nhf9BPXOBFBkbRkpsFaxA,"""Mirage Grill & Lounge""",Yonge and Eglinton,"""117 Eglinton Avenue E""",Toronto,ON,M4P 1H4,43.7074649,-79.3942852,2,6,0,Breakfast & Brunch;Food;Coffee & Tea;Canadian (New);Restaurants
sJ0MYSAIVK28cMzh-s-NPA,"""Amaya Express""",Downtown Core,"""Eaton Centre, 220 Yonge St""",Toronto,ON,M5B 2L7,43.6540667,-79.3800815,2.5,34,1,Indian;Restaurants;Fast Food
Wpt0sFHcPtV5MO9He7yMKQ,"""McDonald's""",Eastside,"""3020 E Desert Inn Rd""",Las Vegas,NV,89121,36.1300128,-115.10931,2,20,1,Restaurants;Fast Food;Burgers
WUiDaFQRZ8wKYGLvmjFjAw,"""China Buffet""",University City,"""8630 University Executive Park Dr""",Charlotte,NC,28262,35.306173,-80.752672,3.5,76,1,Buffets;Restaurants;Sushi Bars;Chinese
5q6Xh-UcJa78bp6dzyaE7w,"""Duck Donuts""",Dilworth,"""1710 Kenilworth Ave, Ste 220""",Charlotte,NC,28203,35.2026242,-80.8444191,4.5,373,1,Breakfast & Brunch;Food;Coffee & Tea;Donuts;Restaurants
MTH-AcNyWfsBa9sXp04HcQ,"""Firehouse Subs""",,"""3420 E Baseline Rd, Ste 101""",Mesa,AZ,85204,33.3796209,-111.7571603,3.5,82,1,Food;Delis;Fast Food;Sandwiches;Restaurants
nigYwB_m1TQ1WosjSWi-Hw,"""Simply Burgers""",,"""1455 W Elliot Rd""",Gilbert,AZ,85233,33.3496582,-111.8212381,3,5,0,Burgers;Restaurants
W1Yr6c2XDx_RBjb6WsV-aQ,"""Divine Cafe at the Springs Preserve""",Westside,"""333 S Valley View Blvd""",Las Vegas,NV,89152,36.1707065,-115.1902885,4,140,1,Restaurants;Cafes;American (New);Bars;Nightlife;Wine Bars
vzx1WdVivFsaN4QYrez2rw,"""Subway""",,"""5111 Boulder Hwy""",Las Vegas,NV,89122,36.1128952,-115.0623534,3,3,1,Sandwiches;Restaurants;Fast Food
JmKgz6n7zn24F-WkgT-kiA,"""Maki My Way""",St. Lawrence,"""7 King Street E""",Toronto,ON,M5C 3C5,43.6491517,-79.37749475,4.5,7,1,Restaurants;Sushi Bars;Japanese;Asian Fusion
Uy3_5nLo3sYkAuSX6mjdmg,"""Geebee's Bar & Grill""",Southeast,"""8560 Las Vegas Blvd S""",Las Vegas,NV,89123,36.0342435,-115.1714093,4.5,33,0,Restaurants;American (Traditional)
mLP-jIIRdoaYM7fJqqFurw,"""Napoli Pizzeria""",Squirrel Hill,"""2006 Murray Ave""",Pittsburgh,PA,15217,40.434399,-79.9229828,4,53,1,Italian;Pizza;Restaurants;Salad
GDOAg680Gmi6S1MlhU7B1g,"""Taco Bell""",,"""4110 Lee Road""",Cleveland,OH,44128,41.447893,-81.564678,2,5,1,Mexican;Tex-Mex;Restaurants;Fast Food
t8yi2l7pZF43Rlf9_lHdDA,"""Hero Certified Burgers - King & Yonge""",Downtown Core,"""79A Yonge Street""",Toronto,ON,M5C 1S8,43.6495217,-79.3779103,2.5,29,1,Burgers;Restaurants
Qv0OEziLJwyAqcgtrTsA4w,"""Luke's Of Chicago""",,"""15223 N Northsight Blvd""",Scottsdale,AZ,85260,33.62282995,-111.89219,3.5,50,0,Italian;Restaurants;Sandwiches;Hot Dogs
5BjhQ_Tmm9ppK4UGrMr09g,"""Montreal Delicatessen & Family Restaurant""",,"""2055 Dundas Street E""",Mississauga,ON,L4X 2V9,43.623867,-79.5693346,4,43,1,Restaurants;Sandwiches;Delis
Rh2smrKvcamnP8VBUgMI0Q,"""Dim Sum King Seafood Restaurant""",Chinatown,"""421 Dundas St W, 3rd Fl""",Toronto,ON,M5T 1G6,43.653324,-79.395372,3.5,165,1,Chinese;Restaurants;Dim Sum
Svs-B-a5-13D2dGTKxLsyw,"""Mr Chicken""",,"""11680 Snow Rd""",Cleveland,OH,44130,41.4050396,-81.7683865,3,4,0,Restaurants;Fast Food
O_UC_izJXcAmkm6HlEyGSA,"""Playa Cabana""",The Annex,"""111 Dupont Street""",Toronto,ON,M5R 1V4,43.67595777,-79.40118402,4,363,1,Mexican;Restaurants;Nightlife;Bars
6PwKC0dqP9uI85FEP86iPQ,"""Red Viet Cuisine - Sushi""",,"""5221 S Power Rd, Ste 104""",MESA,AZ,85212,33.32106858,-111.6851718,3.5,164,0,Sushi Bars;Restaurants;Japanese;Asian Fusion;Vietnamese
ww_MXl-qDLeYdYTZZ9KWbA,"""Pho Linh""",Brockton Village,"""1156 College Street W""",Toronto,ON,M6H 1B6,43.652368,-79.4340771,4,162,1,Vietnamese;Restaurants
dPxZI9lrKTl5dvFfnb1_Ig,"""Trattoria Italia""",Anthem,"""9905 S Eastern Ave, Ste 140""",Las Vegas,NV,89183,36.0100856,-115.1186563,4.5,210,1,Seafood;Italian;Pizza;Restaurants
LrYSnxLKarkzeNHqq50r-A,"""Truscott Italian Bakery & Delicatessen""",,"""2425 Truscott Dr""",Mississauga,ON,L5J 2B4,43.5125352,-79.6487929,4,22,1,Food;Delis;Bakeries;Restaurants
K8dYoXbGDWJr_vSlVwDN1A,"""Garam Masala""",East Credit,"""40 Bristol Rd E""",Mississauga,ON,L4Z 3K8,43.6137775,-79.6618675,2.5,4,1,Buffets;Restaurants;Indian
fUOY7g6JcO0m3iZNfK0O0g,"""Injapan""",Liberty Village,"""124 Atlantic Avenue""",Toronto,ON,M6K 1X9,43.6397312,-79.4212973,3,32,1,Restaurants;Japanese;Sushi Bars
WfB_SsYeKy83QQsqAAyGVQ,"""Cancun Bar & Grill""",Southeast,"""5006 S Maryland Pkwy, Ste 17""",Las Vegas,NV,89119,36.0986321,-115.1360793,4.5,5,1,Karaoke;Bars;Mexican;Restaurants;Nightlife;Dance Clubs
mFE7N0p3f_7vcMTUy76ifw,"""Village Inn""",,"""2780 E Germann Rd""",Chandler,AZ,85248,33.2792396,-111.7928411,3.5,49,1,American (Traditional);Breakfast & Brunch;Salad;Burgers;Restaurants
9zSRAOUIM3I2ZnY9xwvioQ,"""Sandstone Cafe""",,"""4959 W Ray Rd""",Chandler,AZ,85226,33.3183691,-111.9276449,3,10,0,Restaurants;American (Traditional)
VGRn5KgYKMkqdIKtBUzQQA,"""Wahlburgers""",Gateway District,"""2105 Ontario St""",Cleveland,OH,44115,41.497812,-81.691629,3,100,1,American (Traditional);Burgers;Restaurants
j37Z4LIXTH9j6KOq9aX8DQ,"""Beer Emporium""",East Liberty,"""302 S Saint Clair St""",Pittsburgh,PA,15206,40.4599557,-79.930726,3.5,169,1,Beer;Wine & Spirits;American (New);Restaurants;Nightlife;Food;Bars;Belgian;Sandwiches;Pubs
SAae44V24aD7y_HpgxjhPA,"""Nando's Mexican Cafe""",,"""6715 E McDowell Rd""",Mesa,AZ,85215,33.4658931,-111.6858266,3.5,192,1,Restaurants;Mexican
6Kp9W5ZvVn--6caQ73_QXg,"""Tsui Xiang Tsuen Restaurant""",,"""888 Dundas Street E""",Mississauga,ON,L4Y 2B8,43.598682,-79.595522,4,8,1,Restaurants;Chinese
kRgP3LxO2ugBrC1YpWLncA,"""Bangkok Thai Bar-B-Q""",,"""13828 N 51st Ave""",Glendale,AZ,85306,33.61152085,-112.1704866,4,131,1,Restaurants;Asian Fusion;Thai
owwKUc2VFUMgRPZFEgrtKA,"""Pho Dam""",,"""2025 N Dobson Rd""",Chandler,AZ,85224,33.3362676,-111.8741442,4,17,1,Restaurants;Vietnamese
u29lf2yPd-qK5ThAS9FRQQ,"""Kinthai""",Westside,"""4105 W Sahara Ave""",Las Vegas,NV,89102,36.1440231,-115.195896,4.5,61,0,Restaurants;Thai
PmDhZiyiHI6O3RJXXojJcA,"""Pizza Pizza""",Scarborough,"""Lebovic""",Toronto,ON,M1L,43.72484,-79.28991885,2,4,0,Pizza;Restaurants
KYEZATGRY5aD69ZR6VvyWQ,"""North Forty Saloon and BBQ""",Centennial,"""5990 Centennial Center Blvd""",Las Vegas,NV,89149,36.27183834,-115.2632794,3.5,31,0,Dance Clubs;Nightlife;Restaurants;Barbeque;American (Traditional)
7J_8O6w79raFRSORc3bRew,"""AZ Pho & Grill""",,"""3140 S Gilbert Rd, Ste 1""",Chandler,AZ,85286,33.2606908,-111.7903737,4,249,1,Bubble Tea;Restaurants;Food;Vietnamese
575BoZY8tDPcfSRcdsUNLw,"""Eat'n Park""",Banksville,"""1250 Banksville Rd""",Pittsburgh,PA,15216,40.4167567,-80.0303278,3,42,1,American (New);American (Traditional);Restaurants;Breakfast & Brunch;Diners
3N5bwNdig7uRddd3kozENA,"""Popeyes Louisiana Kitchen""",Church-Wellesley Village,"""589 Yonge Street""",Toronto,ON,M4Y 1Z4,43.6660486,-79.3848505,2.5,17,1,Chicken Wings;Fast Food;Restaurants
tCJGEQVqjELLYv3fPNX5Rw,"""Fleming's Prime Steakhouse-Scottsdale""",,"""20753 N Pima Rd""",Scottsdale,AZ,85255,33.674238,-111.889288,3.5,190,1,Nightlife;Restaurants;Steakhouses;Wine Bars;Bars;Seafood
W8GVfGILy7an385lZSEvSw,"""Burger King""",,"""1736 Las Vegas Blvd S""",Las Vegas,NV,89104,36.150372,-115.153558,2,18,1,Burgers;Restaurants
rv9T1qGHbh9eXqFpKEPy_A,"""Sesame Inn Carefree""",,"""34482 N Scottsdale Rd""",Scottsdale,AZ,85262,33.7983014,-111.9307437,3.5,90,1,Restaurants;Chinese
75RP4HSsSJOe_e7e2e3jQQ,"""Rise & Shine - A Steak & Egg Place""",,"""75 S Valle Verde Dr""",Henderson,NV,89012,36.02432341,-115.0628574,4,29,1,Breakfast & Brunch;Restaurants
2cfzQGANxuIGcCUrlwnV7w,"""Popeyes Louisiana Kitchen""",,"""3420 William Penn Hwy""",Pittsburgh,PA,15235,40.4299884,-79.8132914,2,18,1,Fast Food;Chicken Wings;Southern;Restaurants
wRmPV-RvcqcjeyUeOaJQCg,"""The Bass Cafe Grill & Terrace""",Eastside,"""900 Karen Ave""",Las Vegas,NV,89109,36.1409252,-115.1428874,2.5,3,1,Restaurants;American (Traditional);Food;Coffee & Tea;Salad;Breakfast & Brunch
AYnFgzhlMLs4c3G-k-cA0A,"""DQ Grill & Chill Restaurant""",,"""325 Central Parkway W""",Mississauga,ON,L5B 3X9,43.583152,-79.6384179,2.5,6,1,Fast Food;Restaurants;Ice Cream & Frozen Yogurt;Food
ugdUuApH3pYXggW5qpbALg,"""Mr. Torta's""",Elvehjem,"""4527 Cottage Grove Rd""",Madison,WI,53716,43.08397675,-89.30336322,3.5,19,1,Restaurants;Mexican;Latin American
1Nq7GxjvEDgAJxBeOjR_9Q,"""Burrito Express""",,"""450 N Alma School R""",Mesa,AZ,85201,33.4235954,-111.8568585,2.5,92,1,Mexican;Restaurants
ZBSha-zoPLias7wCQ0ZyVw,"""Gamberoni Restaurant""",,"""3238 Yonge Street""",Toronto,ON,M4N 2L4,43.7295029,-79.4035613,3,18,1,Restaurants;Italian
DkBer3JjUGfKEsZCLtfgvA,"""Crave Healthy Habits""",Financial District,"""TD Centre Food Hall, 100 Wellington Street W""",Toronto,ON,M5K 1A1,43.6471768,-79.3815764,4,11,1,Salad;Restaurants;Vegetarian;Gluten-Free
T1U7Te9Ulv2Qqfzna4JuYA,"""Tucker's Marketplace Restaurant""",,"""5067 Dixie Rd""",Mississauga,ON,L4W,43.6364658,-79.6214012,3.5,3,0,Fast Food;Restaurants
yHCoJZh5nx0Onr5xgMaUHg,"""Galleria Supermarket""",,"""865 York Mills Road""",Toronto,ON,M3B 1Y6,43.7537215,-79.3494213,4,92,1,Grocery;International Grocery;Food;Korean;Ethical Grocery;Restaurants
EgGdnaotJpPvxCFyZPJeUw,"""Pizza Hut""",Northwest,"""4945 W. Craig Road""",Las Vegas,NV,89130,36.238059,-115.210341,2,13,1,Restaurants;Pizza
lK-wuiq8b1TuU7bfbQZgsg,"""Hingetown""",Ohio City,"""""",Cleveland,OH,44113,41.48934281,-81.7110287,3,4,1,Shopping;Flowers & Gifts;Arts & Entertainment;Cafes;Coffee & Tea;Restaurants;Local Flavor;Museums;Shopping Centers;Art Galleries;Florists;Food
AfL8Ds7ex73tfVbq3EFWKg,"""Baja Fresh""",Westside,"""8780 W Charleston Blvd, Ste 100""",Las Vegas,NV,89117,36.1594825,-115.2874508,5,6,1,Restaurants;Mexican
KENynjpbyq33DjGWXOip2Q,"""Pizza Nova""",,"""3928 Keele Street""",Toronto,ON,M3J,43.76276779,-79.49141693,4.5,5,1,Pizza;Restaurants
LPq-IOpA_VrZ2xRh1A6Ssw,"""The Saguaro Restaurant""",,"""4000 North Drinkwater Blvd""",Scottsdale,AZ,85251,33.4941213,-111.9227616,3.5,10,1,Event Planning & Services;Sandwiches;Restaurants;Nightlife;American (Traditional);Salad;Cocktail Bars;Venues & Event Spaces;Bars
Xq9SvfRq_PBr8ma6vwh_Mw,"""Pizza Pizza""",,"""1393 Lawrence Avenue W""",Toronto,ON,M6L 1A4,43.7084148,-79.4758842,3.5,3,1,Chicken Wings;Restaurants;Pizza;Italian
0LKcSabd5Gd5oz-qrHTzZg,"""Cin-Cin Restaurant""",,"""4425 N Buckboard Trl.""",Scottsdale,AZ,85251,33.5012604,-111.9233633,3,5,0,Lounges;Restaurants;Nightlife;Bars;Italian
mZK8IBkMFzOX2UmA7_BylA,"""IHOP""",,"""935 W Elliot Rd""",Chandler,AZ,85224,33.3493477,-111.8565147,2.5,78,1,American (New);Restaurants;Breakfast & Brunch;American (Traditional)
_3IE9guLHvAr-kJpH4Zd7Q,"""Urbun Eats Co""",,"""874 Eglinton Avenue E""",Toronto,ON,M4G 2L1,43.7809748,-79.41517543,3.5,3,1,Fish & Chips;Restaurants;Poutineries;Burgers
oHeiAs-mnDJU1_4BD8_5Dg,"""Señor Tequila Mexican Grill & Cantina""",,"""13114 Shaker Square""",Cleveland,OH,44120,41.4834697,-81.5911498,3.5,49,1,Mexican;Restaurants
FuO6d7IR1ee-3Bfo-gu1HQ,"""Imperial Buffet""",Dixie,"""3120 Dixie Road""",Mississauga,ON,L4Y 2A6,43.6105822,-79.5878496,3,58,1,Restaurants;Buffets
WMj5Uj04pAqFxLMnJQcQqw,"""Panda Express""",The Strip,"""3355 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1220839,-115.1680316,2.5,61,1,Restaurants;Fast Food;Chinese
tpG_KqvR1v2GrlLKNAChBw,"""Wings Sports Bar & Grill""",,"""14516 Broadway Ave""",Cleveland,OH,44125,41.4223755,-81.5801048,3,4,1,Bars;American (Traditional);Restaurants;Sports Bars;Nightlife
RGmBfqdFb0giLPG-SZbQUQ,"""Christy Candy Shop""",Eastside,"""3542 S Maryland Pkwy""",Las Vegas,NV,89169,36.124902,-115.13471,3,4,1,Food;Restaurants;Specialty Food;Mexican;Candy Stores;Ice Cream & Frozen Yogurt
NoSj3hV8Rlz_gUsOL4_EjQ,"""Jack's Pub""",,"""2416 W Sahara Ave""",Las Vegas,NV,89102,36.1444404,-115.1744386,2.5,21,1,Nightlife;Pubs;Restaurants;Irish;Bars
OlGImeovM5U14T5q5DnVSg,"""Big Wa""",,"""990 E Riggs Rd""",Chandler,AZ,85249,33.2195026,-111.8247181,3,4,1,Chinese;Restaurants
0s0Xthk1JWrBUu74M81Xyg,"""The Good Egg - Val Vista""",,"""1939 S Val Vista Dr""",Mesa,AZ,85204,33.380479,-111.7533699,4,109,0,American (New);Breakfast & Brunch;Restaurants
SlelFNxQz5PJbl6kkjI0OA,"""Makino""",Southeast,"""9570 S Eastern Ave""",Las Vegas,NV,89136,36.0151363,-115.1184733,3,7,0,Restaurants;Japanese
z-5YXiSmZchuoANnqfp1vg,"""Pi-Tom's Thai Cuisine""",Downtown Core,"""235 Jarvis Street""",Toronto,ON,M5B 2C1,43.6568116,-79.3742278,3.5,13,0,Thai;Restaurants
4-YKQyhDR2bZ26AYgZ7aFg,"""Royal Boonsik""",Koreatown,"""647 Bloor Street W""",Toronto,ON,M6G 1L1,43.6641693,-79.4151618,4,30,0,Food;Restaurants;Korean;Grocery
IfUkm42SB9D0m_ZbkQ711A,"""The Fish Store & Sandwiches""",Little Italy,"""657 College Street""",Toronto,ON,M6G 1B7,43.6549209,-79.4163139,4,138,1,Restaurants;Seafood;Sandwiches
7U23rwCmVWasFQ0cHRMYVw,"""China 8""",Erin Mills,"""5602 Tenth Line W, Unit 110""",Mississauga,ON,L5M 5S5,43.55892122,-79.74291622,3,14,1,Chinese;Thai;Food;Restaurants;Vietnamese
sUMi2q41l4AzOsmJMRY8zQ,"""Del Mar Deli""",Southeast,"""9777 Las Vegas Blvd S""",Las Vegas,NV,89183,36.01154119,-115.1758965,3.5,119,1,Delis;Sandwiches;Restaurants;Breakfast & Brunch
CyKi4WgsRNpp3jgsxBEcDg,"""North Shore Pie""",,"""874 Eglinton Avenue E""",Toronto,ON,M4G 2L1,43.7135396,-79.364984,4,34,0,Food;Bakeries;Restaurants;Cafes
_ewxwEwJM-IYfIYnKpQOZw,"""Mexicali Raspados""",Eastside,"""4865 S Pecos Rd""",Las Vegas,NV,89121,36.1006883,-115.1010833,4.5,47,1,Restaurants;Ice Cream & Frozen Yogurt;Shaved Ice;Hot Dogs;Food
sKIAHIGW0viQGFAMGgQ3Rg,"""Sushi Mugen""",Leslieville,"""1105 Queen Street E""",Toronto,ON,M4M 1K7,43.66203347,-79.33560839,4.5,6,1,Sushi Bars;Japanese;Restaurants
EEePiBwchl-TIBVcTdE0RA,"""McDonald's""",The Strip,"""Excalibur Food Court, 3850 Las Vegas Blvd S""",Las Vegas,NV,89119,36.098909,-115.175557,2,26,0,Burgers;Fast Food;Restaurants
nsoSw8B3teY2FGAEPfiVfA,"""Choi's Kitchen""",Etobicoke,"""3369 Bloor Street W""",Toronto,ON,M8X 1G2,43.6445955,-79.5226903,4,6,1,Restaurants;Chicken Wings;Chicken Shop
qLCrPakPU9uArigtDu-KiQ,"""Uncle Mikey's""",Brockton Village,"""1597 Dundas Street W""",Toronto,ON,M6K 1T9,43.6496731,-79.4348818,5,11,1,Korean;Canadian (New);Restaurants;Tapas Bars
A029GQG1S3ekPit6cObcBA,"""Curry Garden""",,"""1533 W Elliot Rd, Ste 101""",Gilbert,AZ,85233,33.3492557,-111.8223441,4,109,1,Restaurants;Indian;Buffets
ziEGXxNH55x7CMi0eAouKg,"""Little Tibet Restaurant""",Niagara,"""712 Queen St W""",Toronto,ON,M6J 1E8,43.6463053,-79.4088793,4,3,0,Himalayan/Nepalese;Restaurants
0v984vlPQfb4VZWvBJSsfg,"""Cosmos Cafe""",First Ward,"""300 N College St""",Charlotte,NC,28202,35.2278319,-80.8392384,3,59,0,Sushi Bars;Restaurants;Nightlife;Lounges;American (New);Bars
t2GtB-aiOzrNnuGxZV190g,"""Diamond Pizza""",East York,"""510 Main Street""",Toronto,ON,M4C 4Y2,43.6947165,-79.3048792,2,13,1,Pizza;Restaurants
J9f-9Prw2YVM-fiZqv2fmQ,"""Original Hot Dog Shop""",Oakland,"""3901 Forbes Ave""",Pittsburgh,PA,15213,40.442147,-79.956513,3.5,210,1,Hot Dogs;Restaurants;Pizza;Burgers
O_UiTH7YjqTS1UTk-shFnA,"""Real Food Charlotte""",South End,"""2102 South Blvd, #150""",Charlotte,NC,28203,35.208548,-80.86153,4,4,0,Restaurants;Vegetarian;Live/Raw Food
yIZROHhe6hfmmzLCtTIEJQ,"""Tootie's Place""",Southeast,"""6601 Las Vegas Blvd S""",Las Vegas,NV,89119,36.0680033,-115.1764458,2,3,1,Restaurants;Fast Food;Creperies
9YiIVnH_QokhOCqho28CPg,"""McDonald's""",Starmount,"""7051 South Blvd""",Charlotte,NC,28210,35.13813283,-80.87610865,1.5,5,1,Fast Food;Restaurants;Burgers
KhWl4Mwhm_Oqq0zIIz-0wQ,"""Carnival World & Seafood Buffet""",,"""3700 W Flamingo Rd""",Las Vegas,NV,89103,36.117506,-115.188844,2.5,508,1,Buffets;Seafood;Restaurants
wtazPNyIbsRMHmrpEYbqZA,"""Golden Krust Caribbean Bakery & Grill""",University City,"""440 E McCullough Dr, Ste 126""",Charlotte,NC,28262,35.302143,-80.7477477,3,38,1,Food;Restaurants;Caribbean;Bakeries
v0byOL8VL6v6muGa1anxFA,"""The Hummus Factory""",Westside,"""7875 W Sahara Ave, Ste 101""",Las Vegas,NV,89117,36.1432041,-115.262866,4.5,214,1,Event Planning & Services;Caterers;Burgers;Greek;Restaurants;Middle Eastern;Mediterranean
wFnMOhf51su_yIcHWdCeLw,"""Mama's Authentic Caribbean Restaurant""",,"""349 Marlee Avenue""",Toronto,ON,M6B 3H9,43.7067653,-79.4426656,5,7,0,Restaurants;Caribbean
aNe8ofTYrealxqv7VtFTuw,"""Sierra Gold""",Spring Valley,"""6515 S Jones Blvd""",Las Vegas,NV,89118,36.0703249,-115.2249525,3.5,215,1,American (New);Restaurants;Pubs;Nightlife;Sports Bars;Bars;Food;Pizza;Breweries
lHyTZFd8XXtvPwo-_qeTXA,"""Jersey Mike's Subs""",Anthem,"""10520 South Eastern""",Henderson,NV,89052,36.0005078,-115.105592,3.5,33,1,Fast Food;Delis;Restaurants;Sandwiches
a5xUI7TvsNhM5gZr6KowDg,"""Sesame Inn""",,"""711 Browns Ln""",Pittsburgh,PA,15237,40.54644648,-80.01902928,3.5,93,1,Restaurants;Chinese
HQObn6hrV9WoeFObGfa2YQ,"""Mucha Lucha Taco Shop""",,"""1530 S Val Vista Dr""",Gilbert,AZ,85296,33.322367,-111.756204,4.5,199,1,Restaurants;Tacos;Mexican
pidpBdWsOFfe7pWypBIoiQ,"""Miga Korean Bistro""",,"""6112 W Flamingo Rd""",Las Vegas,NV,89103,36.1146002,-115.2252211,4,42,1,Hawaiian;Asian Fusion;Restaurants;Korean
PgJgpW4TKQ8IoALH2Yq-zA,"""Bayside Buffet at Mandalay Bay""",The Strip,"""3950 S Las Vegas Blvd""",Las Vegas,NV,89109,36.09121926,-115.1758039,3,1033,1,Arts & Entertainment;Restaurants;Buffets;American (Traditional);Casinos
VqF6Uky7SGfjWitgxrhlJA,"""Little Caesars Pizza""",,"""6466 S Higley Rd""",Gilbert,AZ,85298,33.23194166,-111.7212182,4,9,1,Pizza;Restaurants
w55IYhyLHUdsRlo_EvMmNQ,"""Table 89""",Centennial,"""7160 North Durango Dr, Ste 110""",Las Vegas,NV,89149,36.2914365,-115.2870159,3,76,0,Salad;Sandwiches;Restaurants;American (New);Pizza
7fSE99-qeIVXpkbNkheeHg,"""Wendy's""",,"""5961 Hurontario Street""",Mississauga,ON,L4Z,43.62651832,-79.67889009,3,4,1,Restaurants;Fast Food;Burgers
EC7NrIHKk6i3US_XJlDWDA,"""Julio's Too""",,"""7305 E Camelback Rd""",Scottsdale,AZ,85251,33.5019605,-111.9230924,4,166,1,Restaurants;Mexican
